Person,x,y
adam_o,0.0,0.047497760715515175
adam_o,0.031553687780532476,0.05322133194765905
adam_o,0.022193853683007865,0.047497760715515175
adam_o,0.030764064259212055,0.047497760715515175
adam_o,0.03326396465926103,0.05322133194765905
adam_o,0.06265812267486562,0.06425087467528047
adam_o,0.038655438114382115,0.05304617346123309
adam_o,0.03362207785849906,0.047497760715515175
adam_o,0.025636233279096282,0.05322133194765905
adam_o,0.03888076757768538,0.05322133194765905
adam_o,0.032567591991206374,0.047497760715515175
adam_o,0.031048609412596424,0.05304617346123309
adam_o,0.03661683666665432,0.05322133194765905
adam_o,0.0349445090049032,0.047497760715515175
adam_o,0.033253355029993305,0.05322133194765905
adam_o,0.032042529882709864,0.047497760715515175
adam_o,0.031553687780532476,0.05084735439496843
adam_o,0.0,0.05065372726673029
adam_o,0.023968425951554885,0.05084735439496843
adam_o,0.014159016007130558,0.05084735439496843
adam_o,0.02829394795566023,0.05065372726673029
adam_o,0.05964286174000502,0.06489297540277598
adam_o,0.03301186234702456,0.051004471658599
adam_o,0.029088743336947366,0.05084735439496843
adam_o,0.022880162768755312,0.05065372726673029
adam_o,0.035356831574134266,0.05065372726673029
adam_o,0.030990817284090717,0.05084735439496843
adam_o,0.021838074450518146,0.051004471658599
adam_o,0.0317191952504796,0.05065372726673029
adam_o,0.02942107763867513,0.05084735439496843
adam_o,0.028947648062333194,0.05065372726673029
adam_o,0.026436602621772404,0.05084735439496843
adam_o,0.022193853683007865,0.04641499369589706
adam_o,0.023968425951554885,0.04774703854228371
adam_o,0.0,0.04641499369589706
adam_o,0.02384064722049974,0.04641499369589706
adam_o,0.028017456378535845,0.04774703854228371
adam_o,0.060693253996204066,0.06427480349770379
adam_o,0.03167986516107906,0.04755034454123782
adam_o,0.028712106386753564,0.04641499369589706
adam_o,0.023212558007936486,0.04774703854228371
adam_o,0.03075331170350534,0.04774703854228371
adam_o,0.033755917787454355,0.04641499369589706
adam_o,0.026194479788005872,0.04755034454123782
adam_o,0.03574696864522733,0.04774703854228371
adam_o,0.030370903948267587,0.04641499369589706
adam_o,0.03135859553247552,0.04774703854228371
adam_o,0.027527443292942943,0.04641499369589706
adam_o,0.030764064259212055,0.04949757187678106
adam_o,0.014159016007130558,0.05281488878374572
adam_o,0.02384064722049974,0.04949757187678106
adam_o,0.0,0.04949757187678106
adam_o,0.031261432069338124,0.05281488878374572
adam_o,0.05735677120032833,0.06238411646021987
adam_o,0.0369869916676359,0.05086645082424317
adam_o,0.031601647142462316,0.04949757187678106
adam_o,0.023731482307407435,0.05281488878374572
adam_o,0.03897366106605899,0.05281488878374572
adam_o,0.03277111619046274,0.04949757187678106
adam_o,0.023140612196003316,0.05086645082424317
adam_o,0.03533058913001783,0.05281488878374572
adam_o,0.03197597713690388,0.04949757187678106
adam_o,0.03173617526674908,0.05281488878374572
adam_o,0.028339382560647202,0.04949757187678106
adam_o,0.03326396465926103,0.05117669549469647
adam_o,0.02829394795566023,0.05041628136582789
adam_o,0.028017456378535845,0.05117669549469647
adam_o,0.031261432069338124,0.05117669549469647
adam_o,0.0,0.05041628136582789
adam_o,0.059196672957529485,0.06688410252977744
adam_o,0.030937671931106022,0.05387508093580736
adam_o,0.014032717876571578,0.05117669549469647
adam_o,0.03018207499168491,0.05041628136582789
adam_o,0.02919908430136245,0.05041628136582789
adam_o,0.032483516726679464,0.05117669549469647
adam_o,0.028606180785587663,0.05387508093580736
adam_o,0.029129480692177266,0.05041628136582789
adam_o,0.01804620285911669,0.05117669549469647
adam_o,0.024366449849969097,0.05041628136582789
adam_o,0.019923591093201527,0.05117669549469647
adam_o,0.06265812267486562,0.060734435290745514
adam_o,0.05964286174000502,0.06615790495357257
adam_o,0.060693253996204066,0.060734435290745514
adam_o,0.05735677120032833,0.060734435290745514
adam_o,0.059196672957529485,0.06615790495357257
adam_o,0.0,0.04092458735987611
adam_o,0.057795570323121555,0.05876243919647315
adam_o,0.05717567558758114,0.060734435290745514
adam_o,0.05959085488593889,0.06615790495357257
adam_o,0.05833556887916292,0.06615790495357257
adam_o,0.060333338541009245,0.060734435290745514
adam_o,0.05888506148882875,0.05876243919647315
adam_o,0.062458302695281,0.06615790495357257
adam_o,0.05804894377092572,0.060734435290745514
adam_o,0.05901858460752912,0.06615790495357257
adam_o,0.05901739801152279,0.060734435290745514
adam_o,0.038655438114382115,0.049649613194731976
adam_o,0.03301186234702456,0.048003807460061776
adam_o,0.03167986516107906,0.049649613194731976
adam_o,0.0369869916676359,0.049649613194731976
adam_o,0.030937671931106022,0.048003807460061776
adam_o,0.057795570323121555,0.06533126166720438
adam_o,0.0,0.04698870892340516
adam_o,0.027758122114230316,0.049649613194731976
adam_o,0.03493142700025168,0.048003807460061776
adam_o,0.01401895916974426,0.048003807460061776
adam_o,0.040775453440440354,0.049649613194731976
adam_o,0.03724957644736346,0.04698870892340516
adam_o,0.04221139704244125,0.048003807460061776
adam_o,0.03243579134497062,0.049649613194731976
adam_o,0.034553154021346524,0.048003807460061776
adam_o,0.034372563492971,0.049649613194731976
adam_o,0.03362207785849906,0.049112292332508065
adam_o,0.029088743336947366,0.05123049479028783
adam_o,0.028712106386753564,0.049112292332508065
adam_o,0.031601647142462316,0.049112292332508065
adam_o,0.014032717876571578,0.05123049479028783
adam_o,0.05717567558758114,0.06557812529586284
adam_o,0.027758122114230316,0.05408257001403164
adam_o,0.0,0.049112292332508065
adam_o,0.03134896031013948,0.05123049479028783
adam_o,0.027181605080417517,0.05123049479028783
adam_o,0.03400908059334474,0.049112292332508065
adam_o,0.0282568438989779,0.05408257001403164
adam_o,0.030742444141192267,0.05123049479028783
adam_o,0.021111845231297145,0.049112292332508065
adam_o,0.023519704587175307,0.05123049479028783
adam_o,0.022468592849785588,0.049112292332508065
adam_o,0.025636233279096282,0.049310312675293094
adam_o,0.022880162768755312,0.04544244041807335
adam_o,0.023212558007936486,0.049310312675293094
adam_o,0.023731482307407435,0.049310312675293094
adam_o,0.03018207499168491,0.04544244041807335
adam_o,0.05959085488593889,0.06283271874047727
adam_o,0.03493142700025168,0.05234357899308579
adam_o,0.03134896031013948,0.049310312675293094
adam_o,0.0,0.04544244041807335
adam_o,0.03621813026895494,0.04544244041807335
adam_o,0.028067757283120446,0.049310312675293094
adam_o,0.026563680686309776,0.05234357899308579
adam_o,0.03189510328788372,0.04544244041807335
adam_o,0.03501798084651811,0.049310312675293094
adam_o,0.033387254913787696,0.04544244041807335
adam_o,0.029058104786717547,0.049310312675293094
adam_o,0.03888076757768538,0.05072093306408457
adam_o,0.035356831574134266,0.04539312755754736
adam_o,0.03075331170350534,0.05072093306408457
adam_o,0.03897366106605899,0.05072093306408457
adam_o,0.02919908430136245,0.04539312755754736
adam_o,0.05833556887916292,0.06484205017352623
adam_o,0.01401895916974426,0.04595641135514046
adam_o,0.027181605080417517,0.05072093306408457
adam_o,0.03621813026895494,0.04539312755754736
adam_o,0.0,0.04539312755754736
adam_o,0.04036190952422845,0.05072093306408457
adam_o,0.03742004967780834,0.04595641135514046
adam_o,0.03933317701610743,0.04539312755754736
adam_o,0.031283273962609076,0.05072093306408457
adam_o,0.034522703982010176,0.04539312755754736
adam_o,0.03352323653550536,0.05072093306408457
adam_o,0.032567591991206374,0.051189885359262055
adam_o,0.030990817284090717,0.05292681916368387
adam_o,0.033755917787454355,0.051189885359262055
adam_o,0.03277111619046274,0.051189885359262055
adam_o,0.032483516726679464,0.05292681916368387
adam_o,0.060333338541009245,0.0631924629200829
adam_o,0.040775453440440354,0.05390399029606781
adam_o,0.03400908059334474,0.051189885359262055
adam_o,0.028067757283120446,0.05292681916368387
