Person,x,y
adam_o,0.0,0.0
adam_o,0.031553687780532476,0.056689390595299594
adam_o,0.022193853683007865,0.05782969249944176
adam_o,0.030764064259212055,0.056689390595299594
adam_o,0.03326396465926103,0.05245526008343416
adam_o,0.06265812267486562,0.06905895911723434
adam_o,0.038655438114382115,0.05782969249944176
adam_o,0.03362207785849906,0.054323366195204004
adam_o,0.025636233279096282,0.05782969249944176
adam_o,0.03888076757768538,0.05782969249944176
adam_o,0.032567591991206374,0.061316130321314694
adam_o,0.031048609412596424,0.05576105115806084
adam_o,0.03661683666665432,0.054323366195204004
adam_o,0.0349445090049032,0.05245526008343416
adam_o,0.033253355029993305,0.05245526008343416
adam_o,0.032042529882709864,0.05245526008343416
adam_o,0.031553687780532476,0.056689390595299594
adam_o,0.0,0.0
adam_o,0.023968425951554885,0.04224102001253832
adam_o,0.014159016007130558,0.0
adam_o,0.02829394795566023,0.06597199843627927
adam_o,0.05964286174000502,0.07237132678363821
adam_o,0.03301186234702456,0.04224102001253832
adam_o,0.029088743336947366,0.05550713289046092
adam_o,0.022880162768755312,0.04224102001253832
adam_o,0.035356831574134266,0.04224102001253832
adam_o,0.030990817284090717,0.06470733683361696
adam_o,0.021838074450518146,0.05663623128336107
adam_o,0.0317191952504796,0.05550713289046092
adam_o,0.02942107763867513,0.06597199843627927
adam_o,0.028947648062333194,0.06597199843627927
adam_o,0.026436602621772404,0.06597199843627927
adam_o,0.022193853683007865,0.05782969249944176
adam_o,0.023968425951554885,0.04224102001253832
adam_o,0.0,0.0
adam_o,0.02384064722049974,0.04224102001253832
adam_o,0.028017456378535845,0.06070951197521101
adam_o,0.060693253996204066,0.06845163400644354
adam_o,0.03167986516107906,0.0
adam_o,0.028712106386753564,0.05637400287955243
adam_o,0.023212558007936486,0.0
adam_o,0.03075331170350534,0.0
adam_o,0.033755917787454355,0.06638544943595785
adam_o,0.026194479788005872,0.05236435751359916
adam_o,0.03574696864522733,0.05637400287955243
adam_o,0.030370903948267587,0.06070951197521101
adam_o,0.03135859553247552,0.06070951197521101
adam_o,0.027527443292942943,0.06070951197521101
adam_o,0.030764064259212055,0.056689390595299594
adam_o,0.014159016007130558,0.0
adam_o,0.02384064722049974,0.04224102001253832
adam_o,0.0,0.0
adam_o,0.031261432069338124,0.06597199843627927
adam_o,0.05735677120032833,0.07237132678363821
adam_o,0.0369869916676359,0.04224102001253832
adam_o,0.031601647142462316,0.05550713289046092
adam_o,0.023731482307407435,0.04224102001253832
adam_o,0.03897366106605899,0.04224102001253832
adam_o,0.03277111619046274,0.06470733683361696
adam_o,0.023140612196003316,0.05663623128336107
adam_o,0.03533058913001783,0.05550713289046092
adam_o,0.03197597713690388,0.06597199843627927
adam_o,0.03173617526674908,0.06597199843627927
adam_o,0.028339382560647202,0.06597199843627927
adam_o,0.03326396465926103,0.05245526008343416
adam_o,0.02829394795566023,0.06597199843627927
adam_o,0.028017456378535845,0.06070951197521101
adam_o,0.031261432069338124,0.06597199843627927
adam_o,0.0,0.0
adam_o,0.059196672957529485,0.0772597745043507
adam_o,0.030937671931106022,0.06070951197521101
adam_o,0.014032717876571578,0.05779598183585783
adam_o,0.03018207499168491,0.06070951197521101
adam_o,0.02919908430136245,0.06070951197521101
adam_o,0.032483516726679464,0.0613866055600172
adam_o,0.028606180785587663,0.04600003984617963
adam_o,0.029129480692177266,0.05779598183585783
adam_o,0.01804620285911669,0.0
adam_o,0.024366449849969097,0.0
adam_o,0.019923591093201527,0.0
adam_o,0.06265812267486562,0.06905895911723434
adam_o,0.05964286174000502,0.07237132678363821
adam_o,0.060693253996204066,0.06845163400644354
adam_o,0.05735677120032833,0.07237132678363821
adam_o,0.059196672957529485,0.0772597745043507
adam_o,0.0,0.0
adam_o,0.057795570323121555,0.06845163400644354
adam_o,0.05717567558758114,0.07860487715271988
adam_o,0.05959085488593889,0.06845163400644354
adam_o,0.05833556887916292,0.06845163400644354
adam_o,0.060333338541009245,0.05983747396736644
adam_o,0.05888506148882875,0.07754723719660983
